title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short,genre,highrating,RatedR
Million Dollar Baby,2004,132,30,8.3,20195,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Million Dollar Hotel, The",2000,122,8,5.5,4746,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Mindhunters,2004,102,27,6.3,3925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
"Minion, The",1998,95,12,3.2,338,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Minority Report,2002,145,102,7.8,51199,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,1,0,0,1,0,0,0,Action,Yes,Not_R_rated
"Mirror Has Two Faces, The",1996,122,42,5.7,2775,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
Miss Congeniality,2000,109,45,6.2,16235,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Mission: Impossible,1996,110,75,6.6,33496,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
Mission: Impossible II,2000,123,125,5.7,35958,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Modigliani,2004,128,12,7,155,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,44.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Molly,1999,102,21,5.5,610,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,No,Not_R_rated
"Molly Maguires, The",1970,124,11,6.6,455,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Mona Lisa Smile,2003,117,65,6.1,6838,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
Money Talks,1997,97,25,5.5,2720,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0,0,Action,No,R_rated
Money Train,1995,103,68,5.1,5081,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,R,1,0,1,1,0,0,0,Action,No,R_rated
Monkeybone,2001,92,75,4.7,3112,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,1,1,0,0,0,0,Animation,No,Not_R_rated
Monsoon Wife,2004,92,1,4.7,15,24.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Monster,2003,109,8,7.4,12306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Monster's Ball,2001,112,4,7.3,15037,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Monster-in-Law,2005,102,60,5.6,147,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,34.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Montana,1998,92,4,6.1,417,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Moonlight Mile,2002,117,20,6.9,3479,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Mortal Kombat,1995,101,20,5,8779,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Mortal Kombat: Annihilation,1997,91,30,3,5799,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,No,Not_R_rated
Mother Night,1996,114,5.5,7.1,1232,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Moulin Rouge!,2001,127,52.5,7.7,47689,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Mousehunt,1997,99,38,5.8,4637,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,0,1,0,0,0,0,Action,No,Not_R_rated
Mr 3000,2004,104,30,5.7,1459,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Mr. Deeds,2002,96,50,5.5,11729,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Mrs. Winterbourne,1996,105,25,5.8,1310,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
"Mudge Boy, The",2003,94,0.8,6.8,204,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Muertos de risa,1999,111,3.5,6.3,334,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Mulholland Dr.,2001,147,15,7.9,35504,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Multiplicity,1996,117,45,5.7,5241,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Mumford,1999,112,28,6.9,3384,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Mummy Returns, The",2001,130,98,6.1,23551,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Mummy, The",1999,124,76,6.5,36216,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,Yes,Not_R_rated
Muriel's Wedding,1994,106,3,7.1,6685,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1,0,Comedy,Yes,R_rated
"Muse, The",1999,97,15,5.6,3513,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Music of the Heart,1999,124,27,6.6,2348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Musketeer, The",2001,104,40,4.4,3966,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,1,0,0,1,0,1,0,Action,No,Not_R_rated
Mutant Aliens,2001,81,0.2,6.4,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,1,1,0,0,0,0,Animation,Yes,R_rated
Mute Witness,1994,95,2,6.8,1202,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
My Best Friend's Wedding,1997,105,46,6.4,16648,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
My Big Fat Greek Wedding,2002,95,5,6.9,21675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,1,0,Comedy,Yes,Not_R_rated
My Boss's Daughter,2003,90,14,4.1,2765,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
My Cousin Vinny,1992,120,11,7.2,10877,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
My Dog Skip,2000,95,7,7.1,3109,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
My Family,1995,128,5.5,7,859,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
My Favorite Martian,1999,93,60,4.5,1942,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
My Fellow Americans,1996,101,21.5,6.3,2752,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
My Life's in Turnaround,1993,84,0.022,3.9,196,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Mystery Men,1999,121,68,5.8,13331,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,1,0,1,0,0,0,0,Action,No,Not_R_rated
"Mystery, Alaska",1999,119,28,6.4,5440,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
"Mystic Masseur, The",2001,117,2.5,5.2,157,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,PG,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Mystic River,2003,137,30,8,28969,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Nadja,1994,93,1,5.7,781,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Napoleon Dynamite,2004,86,0.4,7.2,17524,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,PG,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Naqoyqatsi,2002,89,3,6.9,575,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG,0,0,0,0,1,0,0,Documentary,Yes,Not_R_rated
Narc,2002,105,7.5,7.3,7185,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
National Treasure,2004,131,100,6.6,12361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,PG,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Negotiator, The",1998,139,50,7.2,19100,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
"Net, The",1995,114,22,5.6,12201,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
Never Again,2001,98,0.5,5.7,309,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,1,0,0,1,0,Comedy,No,R_rated
"New Guy, The",2002,89,13,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
New Jersey Drive,1995,98,5,5.4,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Newton Boys, The",1998,113,27,5.7,2003,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,1,0,0,0,Action,No,Not_R_rated
"Next Best Thing, The",2000,108,25,4.7,3131,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,No,Not_R_rated
Next Friday,2000,98,9.5,5.2,3457,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
Next Stop Wonderland,1998,104,1,6.7,1467,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Nicholas Nickleby,2002,132,10,7.4,1651,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Nil by Mouth,1997,128,9,6.9,1159,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Nixon,1995,212,50,6.8,5837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
No Code of Conduct,1998,95,12,4.4,314,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,R,1,0,0,1,0,0,0,Action,No,R_rated
No Looking Back,1998,96,5,5.6,622,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,No,R_rated
No Way Home,1996,99,4,6.6,328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Nochnoy dozor,2004,115,4.2,6.3,1020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
Northfork,2003,103,1.9,6.2,1521,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Not Another Teen Movie,2001,89,16,5.2,10295,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
"Notebook, The",2004,123,30,7.8,8830,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Notting Hill,1999,124,42,7,27285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,1,1,0,1,0,Comedy,Yes,Not_R_rated
November,2004,73,0.3,2.8,164,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Novocaine,2001,95,6,5.9,2829,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0,0,Comedy,No,R_rated
Nueve reinas,2000,114,1.5,7.6,3721,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Nurse Betty,2000,110,24,6.6,10441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Nutty Professor II: The Klumps,2000,109,84,4.5,5825,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
"Nutty Professor, The",1996,95,54,5.8,12273,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
O,2001,95,5,6.3,4555,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
"O Brother, Where Art Thou?",2000,106,26,7.8,37961,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
"Object of My Affection, The",1998,111,15,6,4027,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
Ocean's Eleven,2001,116,85,7.5,44662,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Ocean's Twelve,2004,125,110,6,14797,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Office Space,1999,89,10,7.7,26134,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Old School,2003,92,24,6.7,14283,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
On the Border,1998,103,3,4.8,165,14.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
On the Line,2001,85,10,4.1,1013,24.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,PG,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Once Upon a Time in America,1984,227,30,8.2,19292,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Once Upon a Time in Mexico,2003,102,29,6,14732,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,Yes,R_rated
One Eight Seven,1997,119,23,6.3,2958,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
One Eyed King,2001,105,6.5,5.1,81,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
One Hell of a Christmas,2002,94,0.4,2.7,70,34.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
One Hour Photo,2002,96,12,7.1,17130,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
One Night Stand,1997,102,24,5.7,1709,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
One True Thing,1998,127,30,7,2534,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Onegin,1999,106,14,6.3,1327,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,R,0,0,0,1,0,1,0,Drama,Yes,R_rated
Open Range,2003,139,26,7.5,8799,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Open Water,2003,79,0.13,6.1,7204,14.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Orange County,2002,82,18,6.1,8526,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
Orgazmo,1997,92,1,5.7,5128,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,NC-17,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Original Gangstas,1996,99,4.8,5.3,216,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Original Kings of Comedy, The",2000,115,3,6.1,1386,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,1,0,0,Comedy,Yes,R_rated
Original Sin,2001,116,26,5.5,4592,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,1,0,Drama,No,R_rated
Osama,2003,83,0.046,7.5,1546,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Osmosis Jones,2001,95,75,6.2,3410,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,0,1,1,0,0,0,0,Animation,Yes,Not_R_rated
Othello,1995,123,11,6.8,1852,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
"Other Side of Heaven, The",2001,113,7,6.5,683,4.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,14.5,34.5,PG,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Others, The",2001,104,17,7.8,36914,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
"Otra conquista, La",1998,106,3.5,6.7,140,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Out Cold,2001,92,11,5.2,1990,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Out for a Kill,2003,88,20,3,818,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Out of Reach,2004,88,20,3.7,399,24.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,1,0,1,0,Action,No,R_rated
Out-of-Sync,1995,105,1.5,4.7,37,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,4.5,24.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Out-of-Towners, The",1999,90,40,5,2919,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0,0,Comedy,No,Not_R_rated
Outbreak,1995,127,50,6.4,13796,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Outside Providence,1999,96,7,6.1,2735,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
"Outsiders, The",1983,91,10,6.8,7125,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Overnight Delivery,1998,87,12,5.9,1229,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,PG-13,0,0,1,0,0,1,0,Comedy,No,Not_R_rated
Owning Mahowny,2003,104,10,7,1999,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
P.S. Your Cat Is Dead,2002,88,2,4.7,185,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
"Pacifier, The",2005,95,56,4.9,2179,14.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,24.5,PG,1,0,1,0,0,0,0,Action,No,Not_R_rated
"Packing Suburbia, A",1999,90,0.04,4.5,38,34.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,0,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Paint Your Wagon,1969,158,20,6.5,2011,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,PG-13,0,0,1,0,0,0,0,Comedy,Yes,Not_R_rated
Pandaemonium,2000,124,15,6.2,244,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,PG-13,0,0,0,1,0,0,0,Drama,Yes,Not_R_rated
Panic,2000,88,1,6.9,2524,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,0,0,Comedy,Yes,R_rated
Panic Room,2002,113,48,7,24302,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Paparazzi,2004,84,20,5.6,2028,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,0,0,0,1,0,0,0,Drama,No,Not_R_rated
Party Monster,2003,98,5,5.8,1976,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
"Passion of the Christ, The",2004,127,30,7.4,34046,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,R,0,0,0,1,0,0,0,Drama,Yes,R_rated
Patch Adams,1998,115,50,6.1,12110,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,0,0,Comedy,Yes,Not_R_rated
"Patriot, The",2000,164,110,6.8,29665,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,1,0,0,1,0,0,0,Action,Yes,R_rated
Pavilion of Women,2001,111,5,5.3,209,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0,0,Drama,No,R_rated
Pay It Forward,2000,123,40,6.7,13531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,1,0,Drama,Yes,Not_R_rated
Paycheck,2003,119,60,6.1,10383,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG-13,1,0,0,0,0,0,0,Action,Yes,Not_R_rated
"Peacekeeper, The",1997,98,10,4.6,505,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
"Peacemaker, The",1997,124,50,5.9,8994,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,0,0,0,0,Action,No,R_rated
Pearl Harbor,2001,184,135.25,5.4,33409,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,1,0,0,1,0,1,0,Action,No,R_rated
Pecker,1998,87,6,6.4,4013,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0,0,Comedy,Yes,R_rated
Pep Squad,1998,94,0.5,4.4,120,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,R,0,0,1,0,0,0,0,Comedy,No,R_rated
"Perez Family, The",1995,113,11,6,517,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,0,0,1,1,0,1,0,Comedy,Yes,R_rated
